Title,Old Price,Promotional Price,Rating,Link,Description
UBISOFT The Crew Motorfest sur PS4 : La Révolution des Jeux de Course Open-World,900.0,598.0,3.0,https://www.jumia.ma/ubisoft-the-crew-motorfest-sur-ps4-la-revolution-des-jeux-de-course-open-world-65775768.html,"Découvrez The Crew Motorfest sur PS4 : La Révolution des Jeux de Course Open-WorldThe Crew Motorfest est le dernier opus de la saga The Crew développé par Ivory Tower et publié par Ubisoft. Ce jeu de course en monde ouvert vous plonge dans un environnement vaste et détaillé, où chaque virage, chaque terrain, et chaque événement sont conçus pour offrir une expérience de jeu inédite. En tant que passionné de jeux de course, vous allez adorer les nombreuses options de personnalisation de véhicules, les défis palpitants et l'univers dynamique d'Oahu, la magnifique île d'Hawaï.Un Monde Ouvert Dynamique et ImmersifL'une des principales forces de The Crew Motorfest réside dans son monde ouvert. Oahu, l'île emblématique des États-Unis, est méticuleusement recréée, offrant aux joueurs un décor varié pour leurs courses. Vous pouvez naviguer à travers des plages ensoleillées, des forêts luxuriantes, des montagnes escarpées et des villes animées. Chaque zone est pleine de secrets à découvrir et de défis à relever, faisant de chaque moment de jeu une aventure en soi.Une Large Gamme de Véhicules à PersonnaliserAvec The Crew Motorfest, Ubisoft repousse encore plus loin les limites de la personnalisation. Choisissez parmi une large gamme de véhicules, y compris des voitures, des motos, des camions, des avions et des bateaux. Que vous soyez passionné par la vitesse pure, l'acrobatie aérienne ou les courses maritimes, il y a une expérience pour chaque type de joueur. Grâce à un système de personnalisation avancé, vous pouvez adapter vos véhicules à votre style de jeu, en améliorant leur performance et leur apparence selon vos préférences.Des Événements Multijoueurs en LigneL'une des caractéristiques marquantes de The Crew Motorfest est son mode multijoueur en ligne. Vous pouvez rejoindre des événements compétitifs avec vos amis ou des joueurs du monde entier. Le jeu propose des courses classiques, des défis d'exploration, ainsi que des modes créatifs où les joueurs peuvent créer et partager leurs propres événements. L'aspect social du jeu vous permet de faire équipe, de vous affronter et de partager votre passion pour les courses.Optimisation pour PS4 : Performance et AccessibilitéBien que The Crew Motorfest ait été optimisé pour les consoles de dernière génération, il offre également une expérience fluide sur PS4. L'interface est intuitive et l'expérience de conduite est extrêmement réactive, avec des graphismes détaillés et une physique de conduite réaliste. Les joueurs peuvent s'attendre à des performances stables, même dans les environnements ouverts et dynamiques, permettant une immersion totale dans chaque course.Pourquoi Choisir The Crew Motorfest sur PS4 ?Si vous êtes un fan de jeux de course et que vous recherchez une expérience riche, diversifiée et pleine d'action, The Crew Motorfest sur PS4 est fait pour vous. Sa vaste carte ouverte, ses nombreuses options de personnalisation de véhicules, et ses événements multijoueurs en ligne en font un incontournable pour les amateurs de sensations fortes. Que vous soyez un joueur solitaire ou que vous préfériez les compétitions en ligne, ce jeu a quelque chose à offrir à tout le monde."
Msi Manette de jeu FORCE GC30 V2 White,598.0,499.0,5.0,https://www.jumia.ma/msi-manette-de-jeu-force-gc30-v2-white-65641801.html,"Manette de jeu MSI FORCE GC30 V2 White (S10-43G0040-EC4)DOUBLE MODE DE CONNECTIVITÉ - La manette Force GC30 V2 prend en charge la connectivité filaire (via un câble USB 2.0 de 2m) & sans fil (2.4 GHz) avec une batterie Li-ion de 600mAh offrant jusqu'à 8 heures de jeu continuMOUVEMENT PLUS FLUIDES & MEILLEUR CONTRÔLE - Joysticks analogiques améliorés pour une réactivité plus fluide; Gâchettes de précision qui offrent 256 niveaux d'entrée graduée: idéal pour les commandes d'accélérateur & de frein dans les jeux de conduiteSWITCHES DURABLES & CROIX DIRECTIONNELLE INTERCHANGEABLE - Les manettes Force GC utilisent des boutons robustes à la durée de vie de 2 millions de clics chacun; Croix directionnelles magnétiques amovibles (croix ou heptagone) pour un contrôleur sur mesureVIBRATIONS & EXCELLENT GRIP - Deux moteurs de vibration viennent améliorer l'immersion globale grâce au retour haptique (rumble) pour un gameplay plus viscéral; Grips latéraux en caoutchouc texturé pour empêcher les glissements dans le feu de l'actionMSI APP PLAYER - Développé en collaboration avec BlueStacks, le logiciel MSI APP Player permet aux gamers de jouer à des jeux mobiles sur leur PC en bénéficiant des avantages de taux FPS plus élevés, pleine résolution écran & contrôle complet via manette"
Square Enix Final Fantasy VII Remake,665.0,455.0,5.0,https://www.jumia.ma/final-fantasy-vii-remake-square-enix-mpg1434843.html,"Le monde est sous le contrôle de la Shinra, une compagnie hégémonique 
qui produit de l'énergie en exploitant la ""mako"", l'énergie vitale de la
 planète. Cependant, à Midgar, la mégalopole où siège la compagnie, des 
résistants d'un groupe appelé Avalanche se battent pour arrêter la 
Shinra. Pour les aider dans leur mission, ils ont engagé les services de
 Cloud Strife, un mercenaire ancien membre des SOLDATs, les troupes 
d'élite de la Shinra, qui ne se doute pas encore des terribles 
conséquences de ce combat...
FINAL FANTASY VII REMAKE est une spectaculaire réinterprétation d'un 
des jeux les plus révolutionnaires. Le premier jeu de ce projet se 
déroulera dans la ville éclectique de Midgar et est une expérience de 
jeu complète et autonome"
"Humidificateur à nuage de pluie, veilleuse à 7 couleurs changeantes, machine à vapeur pour pièce",259.0,199.0,,https://www.jumia.ma/generic-humidificateur-a-nuage-de-pluie-veilleuse-a-7-couleurs-changeantes-machine-a-vapeur-pour-piece-65848896.html,"Soulage l'anxiété et le stress :  des recherches scientifiques ont montré que le son apaisant des gouttes de pluie a un impact positif significatif sur notre bien-être, réduisant les niveaux d'anxiété et de stress. Découvrez les effets transformateurs de l'humidificateur Rain Cloud et constatez comment il peut changer votre vie en quelques secondes seulement.Améliore la concentration :  pour améliorer votre concentration, il suffit de vous immerger dans les sons apaisants de la nature, comme les douces gouttes d'eau de l'humidificateur Cloud Rain Drop. Des études ont démontré que l'exposition aux sons naturels améliore la fonction cognitive, augmente la productivité, améliore l'humeur et induit un état de relaxation plus profond.Améliore la qualité du sommeil :  les sons naturels agissent comme une machine à bruit blanc naturelle, contribuant à un sommeil réparateur. Placez l'humidificateur Rain sur votre table de nuit et profitez d'une nuit de repos réparatrice. Pour une relaxation accrue, pensez à ajouter 5 à 10 gouttes d'huiles essentielles favorisant le sommeil comme la lavande ou le romarin.Design élégant et moderne :  l'humidificateur Rain Drop présente un design raffiné et contemporain qui s'intègre parfaitement dans n'importe quel environnement, que ce soit votre bureau ou votre maison. Son attrait esthétique améliore l'ambiance générale tout en offrant les avantages d'un humidificateur.Aide à la méditation naturelle :  La méditation est reconnue depuis longtemps pour son impact positif sur la santé mentale. Créez un espace tranquille dans votre maison, sans distractions, et lancez-vous dans une courte séance de méditation accompagnée de la présence apaisante de l'humidificateur Raining Cloud. Incorporez des exercices de respiration profonde et voyez votre pratique de la méditation s'épanouir.Ajoute de l'humidité et de la moiteur de manière naturelle :  les fontaines à eau servent depuis longtemps d'humidificateurs naturels, ajoutant l'humidité indispensable aux pièces sèches. Si vous recherchez une humidité supplémentaire dans une zone particulière, pensez à intégrer la lampe LED Cloud, qui non seulement humidifie mais soulage également la peau sèche, les sinus et les saignements de nez."
"Ge Pluie de Parfum : Diffuseur d'Huiles Essentielles avec Ampoule Champignon, pour illuminer votre intérieur en douceur",199.0,192.0,,https://www.jumia.ma/generic-ge-pluie-de-parfum-diffuseur-dhuiles-essentielles-avec-ampoule-champignon-pour-illuminer-votre-interieur-en-douceur-65758491.html,متعدد الاستخدامات وأنيق: يوفر جهاز Rain Cloud Diffuser تجربة شاملة كمرطب وموزع للرائحة. تصميمه الساحر يزين منزلك أو مكتبك، مما يخلق أجواء مريحة وعطرة طوال العام.ملون جذاب: مع 7 ألوان LED، يوفر جهاز الترطيب هذا مجموعة متنوعة من الإضاءة الساطعة. قم بتخصيص الإضاءة بلمسة واحدة لتنفس الضوء أو للتثبيت الدائم. يمكنك ضبط إعدادات الرش والإضاءة بلمسة واحدة فقط.رائحة آمنة وممتعة: هذا الجهاز مصنوع من مواد خالية من مادة BPA، ويضمن الاستخدام الآمن. مثالي لغرفة النوم أو غرفة المعيشة أو المكتب، ويدعوك للاستمتاع بفوائد الزيوت العطرية دون قلق. فقط تأكد من عدم تجاوز الحد الأقصى لمستوى الماء.تصميم فريد وعملي: ناشر Rain Cloud بتصميمه على شكل قطرة مطر يضفي لمسة من الطبيعة على مساحتك. جمالها الحديث يجعلها الإضافة المثالية لأي غرفة، مما يخلق أجواء فريدة ومهدئة.نوم مريح: أضف بضع قطرات من الزيوت العطرية المفضلة لديك لتجربة استرخاء. تساهم الأيونات السالبة الناتجة عن تحريك الماء في خلق بيئة هادئة، وتعزيز النوم المريح في جميع الأوقات.
Mojang Ab Minecraft PS4 Inclus Pour PS5,699.0,499.0,,https://www.jumia.ma/mojang-ab-minecraft-ps4-inclus-pour-ps5-65639316.html,"Minecraft est un jeu qui consiste à placer des blocs et à vivre des aventures incroyables. Construisez tout ce que vous pouvez imaginer avec des ressources illimitées en mode créatif, ou participez à de grandes expéditions dans Survival. Cachez-vous des monstres ou forgez-vous une armure et des armes pour riposter. Et pas besoin d'y aller seul... Vous pouvez partager l'aventure avec vos amis en mode multijoueur ! Points forts- Jouez et partagez avec tous vos amis grâce au « cross-plateforme »- Jouez aussi ensemble sur votre canapé grâce à l’écran partagé- Accédez à de nouveaux mini-jeux et modes de jeu"
Souris Gamer X60 AITNT - Gaming Mouse - Ultra Speed Confort and Fast,110.0,69.0,,https://www.jumia.ma/generic-souris-gamer-x60-aitnt-gaming-mouse-ultra-speed-confort-and-fast-51052621.html,"Souris Gamer X60 AITNT, Gaming Mouse, Ultra Speed Confort and Fast le meilleur choix. 
Un capteur de jeu optique doté de la technologie exclusive Leshan, Un moteur Fusion à grande vitesse conçu pour supporter
What You Need:
Windows 10, Windows 8,8.1, Windows 7, Windows vista, Mac os 10.12Powered USB port"
Insomniac Spiderman Miles Morales Ultimate Edition PS5,700.0,649.0,,https://www.jumia.ma/insomniac-spiderman-miles-morales-ultimate-edition-ps5-65612004.html,"Dans la toute nouvelle aventure de l’univers Marvel’s Spider-Man, 
l’adolescent Miles Morales vit une double vie, s’ajustant à son nouveau 
chez-lui tout en suivant les traces de son mentor, Peter Parker, en tant
 que nouveau Spider-Man. Mais quand une féroce lutte de pouvoir menace 
de détruire sa nouvelle vie, le héros en devenir réalise qu’avec de 
grands pouvoirs viennent de grandes responsabilités. Pour sauver tout le
 New York de Marvel, Miles doit reprendre le flambeau  de Spider-Man et 
devenir un véritable héros.L’avènement de Miles MoralesInclus : Marvel’s Spiderman Remastered"
"Mini Console de jeu retro R36S 20000+, systeme de jeux vidéo, emulateur de jeu, Console de jeu portable R36S Vert",1.0,829.0,,https://www.jumia.ma/generic-mini-console-de-jeu-retro-r36s-20000-systeme-de-jeux-video-emulateur-de-jeu-console-de-jeu-portable-r36s-vert-65973894.html,"Console de jeu rétro R36S, écran IPS 3.5 "", batterie aste 3500mAh, système de jeux vidéo, émulateur de jeu, mini vidéo - VerteConsole de jeu portable rétro R36S Caractéristique: nouvelle mise à jour R36S, excellentes performances, belle apparence, conception à double joystick, prise en charge de plus de 20 émulateursRésolution d'écran: profitez de jeux vidéo de haute qualité avec une résolution d'écran de 640x480, fournissant des visuels clairs et nets. Enjoyhigh jeux vidéo de qualité avec une résolution d'écran. 1 • Portable et de poche: Emportez vos jeux en déplacement avec cette console de jeu vidéo portable et de poche, parfaite pour voyager ou jouer sur le canap.2 • Stockage de jeux de 64 Go: stockez facilement tous vos jeux vidéo préférés grâce au stockage de jeux de 64 Go, offrant amplement d'espace pour tous vos besoins de jeu. 3 • Console de jeu vidéo portable rétro R36S Open Source: Découvrez le jeu rétro à son meilleur avec la console de jeu vidéo portable open source R36Sretro, offrant une expérience nostalgique à tous les joueurs. Découvrez la liberté des jeux open-source avec le système Linux. 4 • Écran IPS de 3.5 pouces: l'écran IPS de 3.5 pouces offre des visuels clairs et vifs pour une expérience de jeu immersive. Remarque: 1. Veuillez ne pas retirer la carte TF facilement. Ne formatez pas la carte SD, les jeux et les fichiers système sont stockés dans leCarte. Si elle est endommagée, vous ne pourrez pas utiliser la console2. Lorsque vous recevez le produit, la carte SD a été installée dans la fente pour carte. En raison des différents écrans et des effets lumineux, la couleur réelle de l'article peut être légèrement différente de la couleur affichée sur les photos. Merci! Veuillez permettre un écart de mesure de 1 à 2cm en raison de la mesure manuelle. Liste de paquet: 1 x console de jeu 1 x câble de charge USB 1 x manuel"
Nintendo Super Mario RPG,749.0,549.0,,https://www.jumia.ma/nintendo-super-mario-rpg-64800073.html,"Originellement sorti uniquement au Japon et en Amérique du Nord sur Super NES, Super Mario RPG a été reconçu avec de tout nouveaux graphismesRejoignez Mario, Bowser, la princesse Peach ainsi que les personnages originaux Mallow et Geno dans un RPG plein de péripéties, d’humour et de trésors. Mario doit faire équipe avec des alliés improbables pour faire face au terrible gang de Forgeroi et récupérer sept étoiles afin de réparer la route des Étoiles ! Que vous ayez ou non eu l’occasion de découvrir le jeu original, vous pouvez vous plonger dans la version sur Nintendo Switch du tout premier RPG de la série Super Mario. Vos rêves peuvent devenir réalité dans Super Mario RPG le 17 novembre sur Nintendo Switch."
Polyphony Digital Gran Turismo 7 PS5,899.0,639.0,,https://www.jumia.ma/polyphony-digital-gran-turismo-7-ps5-65597496.html,"Fort de ses 25 années d’expérience, Gran Turismo® 7 regroupe les meilleures fonctionnalités de la licence. Que vous soyez pilote compétitif ou débutant, collectionneur, préparateur, concepteur ou photographe, trouvez votre trajectoire dans une collection époustouflante de modes de jeu, parmi : Campagne GT, Arcade et École de conduite.Avec le retour du légendaire mode de simulation GT, découvrez une campagne solo gratifiante tout en débloquant de nouveaux véhicules et défis. Et si vous aimez affronter d’autres pilotes en ligne, affûtez vos compétences et participez au mode GT Sport. Avec plus de 420voitures disponibles au D1, GT7 recrée l'aspect et les frissons procurés par des véhicules de légende ou des supercars à la pointe de la technologie à un niveau de détails jamais vu. Chaque voiture se pilote différemment et sa conduite sera véritablement unique dans des conditions météo dynamiques, sur plus de 90 pistes, y compris des circuits classiques de l'histoire de GT.Le meilleur de Gran TurismoAvec le retour de véhicules de légende, de circuits iconiques et des modes de jeu préférés des fans tels que le mode GT Simulation ou le mode Sport, Gran Turismo® 7 est “The Real Driving Simulator” ultime fort de ses 25 années d’histoire.Trouvez votre trajectoireDécouvrez une multitude de modes de jeu et vivez la course automobile tel que vous le souhaitez. Pilotes compétitifs ou débutants ; collectionneurs et férus d’histoire ; fans de réglages ou de personnalisation de vos véhicules ; photographes… chacun y trouvera son compte dans GT7.Connectez-vous avec la communautéRejoignez la communauté internationale de pilotes pour partager vos stratégies de courses, vos réglages préférés, vos designs et photos de livrées, puis lancez-vous sur le bitume pour les affronter.Fonctionnalités PS5Des graphismes à couper le souffle :Surveillez le pilote qui vous suit dans votre rétroviseur, admirez le soleil scintiller sur les courbes de la carrosserie de votre voiture, prenez de superbes photos… grâce à la puissance du ray tracing sur PS5, avec le support de la 4K et du HDR à une vitesse d'affichage à 60 FPS.Ressentez la piste :Des petites bosses sur le tarmac aux vrombissements des bordures de piste, le retour haptique la DualSense™ vous mettra au cœur du circuit.Votre voiture et vous ne ferez plus qu’un :Ressentez les vibrations du système d'antiblocage des roues et les variations dans la résistance au freinage de chaque voiture grâce aux gâchettes adaptatives de votre manette sans fil DualSense™.3D Audio :Devinez la position des autres voitures et pilotes sur la piste avec une clarté sans précédent grâce à l'audio 3D de la console PS5™ (casque compatible requis).Soyez plus rapides grâce au SSD :La vitesse éclair du SSD de la console PS5 vous permet de vous lancer dans les courses rapidement, de vous réunir dans les salons, d’examiner vos véhicules et de naviguer avec fluidité dans les modes et menus de GT7."
Nintendo The Legend of Zelda : Link's Awakening - Nintendo Switch,900.0,619.0,,https://www.jumia.ma/nintendo-the-legend-of-zelda-links-awakening-nintendo-switch-59849382.html,"26 ans après sa sortie sur Game Boy, ""The Legend of Zelda"" est de retour sur Switch !Une tempête en mer laisse Link échoué sur la mystérieuse île de Kokorinto. Pour rentrer chez vous, vous devez passer par des donjons difficiles et combattre de terribles monstres. Cette nouvelle version du jeu d'aventure culte hérite de nombreux éléments de la version originale de la Game Boy, notamment : B. Séquences de plateforme 2D et apparitions de personnages en dehors de la série The Legend of Zelda.The Legend of Zelda :Link's Awakening (2019) est un remake de la sortie culte de Game Boy de 1993. Il s'agit cette fois d'une refonte complète du quatrième volet de la série, traquant Link échoué sur la mystérieuse île de Kokorinto.Aidez Link à s'échapper d'une île étrange dans The Legend of ZeldaLink's Awakening pour Nintendo Switch. Rencontrez des personnages colorés, combattez d'innombrables monstres, explorez des donjons dangereux et vivez cette aventure classique réinventée avec des graphismes époustouflants ! Une terrible tempête laisse Link échoué sur une île tropicale mystérieuse avec des habitants incroyables.Afin de réveiller le Dreamfish, Link doit parcourir les nombreux donjons de l'île. Explorez ces labyrinthes pièce par pièce, résolvez des énigmes délicates, évitez des pièges mortels et vainquez des monstres terrifiants."
V8 Manette de jeu sans fil Bluetooth + SUPPORT TÉLÉPHONIQUE,300.0,249.0,,https://www.jumia.ma/v8-manette-de-jeu-sans-fil-bluetooth-support-telephonique-65800314.html,"Caractéristiques principales: Connexion sans fil Bluetooth 3.0, vous donne plus de liberté lors de la lecture Multi-façons de jouer: Bluetooth se connecte avec le smartphone pour jouer;  se connecte au PC via un récepteur Quatre fonctions: mode manette de jeu (pour le système Android);  utilisé comme une souris pour réaliser le contrôle des médias Prise en charge du système Windows (y compris WIN 10/8/7 / XP) Forme spéciale, bonne sensation de main Bouton élastique de bonne matière Design ergonomique Batterie Li-ion rechargeable intégrée de 400 mAh, dure environ une heure Compatible avec PC et TV Box, mais il doit correspondre à un récepteur spécial Les appareils iOS peuvent l'utiliser après le jailbreak Modèle: S5 Fonctions: Bluetooth Version Bluetooth: V3.0 Compatible avec: Android, PC Caractéristiques: Joystick Type de connexion: Bluetooth Prise en charge du système: Android, PC Matériel: ABS Type de batterie: Intégré Capacité batterie (mAh): 400mAh Manière de charge: adaptateur secteur Temps de charge: 2 - 3H Temps de travail: 1 heure 0,266 Poids du paquet: 0,236 kg Taille du paquet: 15,00 x 10,50 x 4,50 cm / 5,91 x 4,13 x 1,77 pouces Taille du paquet: 17,00 x 11,50 x 6,70 cm / 6,69 x 4,53 x 2,64 pouces"
Nintendo Switch Luigi's Mansion 2 HD,689.0,629.0,,https://www.jumia.ma/nintendo-switch-luigis-mansion-2-hd-65844989.html,"Prenez votre courage à deux mains et partez en mission avec Luigi pour traquer les fantômes !Dans cette aventure aux graphismes retravaillés, vous parcourrez les effrayantes contrées de la Vallée des ombres qui grouillent de spectres hors de contrôle et déterminés à semer la zizanie ! Incarnez le vaillant Luigi et aventurez-vous dans ces lieux hantés pour retrouver tous les fragments de la Lune noire et ramener la paix sur la Vallée des ombres. Votre arme principale ? Un aspirateur !L’incontournable Ectoblast 5000 qui peut aspirer les ectoplasmes de tout acabit (et bien d’autres objets) vous est confié par le professeur K. Tastroff (toujours présent au bout de votre oreillette) tout comme le Spectroflash qui permet de les éblouir et les stopper quelques secondes avant qu’ils ne fondent sur vous. Les escapades paranormales de Luigi vous conduiront dans toutes sortes de lieux plus inquiétants les uns que les autres : un laboratoire botanique abandonné, une fabrique d'horloges délabrée, ou encore une mystérieuse mine prise dans la neige et la glace. Dans chaque lieu, avancez à pas prudents, fouillez tous les recoins pour débusquer trésors, objets à collectionner… et terribles esprits frappeurs !Luigi’s Mansion 2 HD fait son apparition, exclusivement sur Nintendo Switch.Les fantômes sèment la pagaille dans la Vallée ! Dans la Vallée des ombres, le monde de la nuit vaquait paisiblement à ses occupations avant que le Roi Boo ne décide de briser la Lune noire et ainsi rompre le sceau qui contenait les fantômes… et leur folie. C’est à Luigi, le jeune plombier au coeur vaillant, mais aux genoux tremblotants, de récupérer les fragments de la Lune Noire et ramener la paix dans la vallée !Dans cette mission périlleuse, agent Luigi, vous serez en liaison constante avec le Professeur K.Tastroff, qui, à défaut de vous aider dans l’action, saura dédramatiser la pire des situations ! Ce savant fou vous équipe d’un aspirateur un peu particulier, l’Ectoblast 5000, doté de nombreux atouts."
Dobe 2 Pieces Thumb Grip Caps Pour Manette Controller Xbox X series/One S/X,164.0,129.0,,https://www.jumia.ma/dobe-2-pieces-thumb-grip-caps-pour-manette-controller-xbox-x-seriesone-sx-65418613.html,"2 Pieces Thumb Grip Caps Pour Manette Controller Xbox X series/One S/XPlage de déplacement accrue pour un même angle du bâton après l'installation de l'extendeur, beaucoup plus facile d'effectuer une visée, un virage ou un mouvement précis, une fatigue réduit. Avec le couvercle de la poignée du pouce installé, le matériau souple offre un confort et une prise en main supplémentaire, offre une meilleure expérience dans un jeu de longue session, rend tout sous contrôle. Installez uniquement des poignées de pouce, profitez de la hauteur d'origine et d'un confort et d'une protection idéaux. Les ensembles sont compatibles avec les contrôleurs Xbox x-Series S/X X-one S/X"
Santa Monica God Of War Ragnarok PS5,699.0,624.0,,https://www.jumia.ma/santa-monica-god-of-war-ragnarok-ps5-65296702.html,"Embarquez pour un voyage épique et émouvant, alors que Kratos et Atreus luttent pour s'accrocher et lâcher prise.Au cœur des royaumes nordiques déchirés par la fureur des Ases, ils ont tout fait pour empêcher la fin des temps. Mais malgré leurs efforts, Fimbulvetr approche dangereusement.Observez leur dynamique père-fils évoluer alors qu'ils luttent pour leur survie : Atreus assoiffé d'une connaissance qui pourra l'aider à comprendre la prophétie de « Loki », et Kratos peinant à se défaire de son passé et à devenir le père dont son fils a besoin.Voyez comment le destin leur imposera un choix : la sûreté des neuf royaumes ou la leur. Et pendant ce temps, Asgard rassemble ses forces...• Découvrez les neuf royaumes et terminez par la bataille prophétique qui détruira le monde.• Triomphez de dieux nordiques et d'autres monstres dans des combats fluides et expressifs.Explorez avec émerveillement des paysages mythologiques grandioses."
"Jedel Clavier a une main Clavier Gamer Gaming, Mini Clavier de jeu",249.0,139.0,,https://www.jumia.ma/jedel-clavier-a-une-main-clavier-gamer-gaming-mini-clavier-de-jeu-65819079.html,"Conçu de manière ergonomique et confortable au toucher, vous permettant de l'utiliser pendant une longue période sans fatigue.Le clavier de jeu possède toutes les touches dont vous avez besoin pour jouer à des jeux. Ils sont proches les uns des autres, vous n'avez donc pas à vous étirer les doigts ou à repositionner votre main pour accéder aux touches dont vous avez besoin.Le clavier est doté d'une grande zone de repose-mains, ce qui vous permet de réduire la tension lorsque vous l'utilisez, vous offrant une expérience de jeu professionnelle et agréable.Clavier de jeu filaire USB à 35 touches à une mainNouvelle disposition des boutons, fonctionnement rapide et flexible, parfait pour les jeuxTouches rétroéclairées par LEDCoussin de maintien ergonomique pour réduire la tensionCompatible avec Windows, Mac OSUSB filaireLED rétroéclairage de couleur 35 touches"
Domino Boite Des Fruits 28 pièces,110.0,69.0,,https://www.jumia.ma/domino-boite-des-fruits-28-pieces-65795642.html,Mélange les pièces puis assemble-les deux par deux pour créer un grand chemin de fruits. Un formidable jeu de mémoire à partager en famille ou avec ses amis. 28 pièces.
Nintendo Manette pro Nintendoswitch sans fil édition Splatoon 3,1.0,849.0,,https://www.jumia.ma/nintendo-manette-pro-nintendoswitch-sans-fil-edition-splatoon-3-65793984.html,"Les Joy-Con livrés avec la nintendo Switch sont bien pratiques mais ne sont pas particulièrement confortables lors de longues sessions de jeu . Pour ceux qui préfèrent une solution plus traditionnelle ,  On vous propose la Switch Pro Controller qui ressemble comme 2 gouttes  d'eau aux manettes XBOX 360 et Xbox One et c'est plutôt une bonne nouvelle puisque sa prise en main est tout aussi excellente . La qualité des matériaux et d'assemblage est également au rendez-vous avec une finition au top ."
Bandai Namco DRAGON BALL FIGHTERZ (PS5),349.0,339.0,,https://www.jumia.ma/bandai-namco-dragon-ball-fighterz-ps5-65764947.html,"DRAGON BALL FighterZ reprend les éléments iconiques de la saga culte : des combats spectaculaires et des guerriers surpuissants. Grace au savoir-faire du studio Arc System Works, le jeu de combat entre dans une nouvelle dimension avec des graphismes fidèles à l’Anime et un gameplay ultra dynamique et accessible. Cette version nouvelle génération sublime pleinement le jeu iconique avec des animations plus fluides, des graphismes améliorés et un système de rollback netcode à la pointe pour une expérience en ligne pleinement optimisée. Le combat ultime en 3 contre 3 Composez une équipe de rêve et maîtrisez d'impressionnantes combinaisons. Une histoire exclusive Découvrez un scénario inédit avec C-21, un nouveau personnage créé pour l’occasion sous la supervision d'Akira Toriyama. Un mode en ligne riche en contenu Combats classés, hall interactif, combats en groupe à 6 joueurs... Il y en a pour tous les goûts !"
Otvo Cable USB Chargeur pour manette PS5 DualSense manette XBOX Nintendo Switch PRO Lite - Extra long 3M,150.0,89.0,,https://www.jumia.ma/otvo-cable-usb-chargeur-pour-manette-ps5-dualsense-manette-xbox-nintendo-switch-pro-lite-extra-long-3m-65587463.html,"Charge stable Ce câble de charge utilise des fils métalliques de haute qualité, ce qui rend la charge efficace et stable.Longueur de câble de 3 mètres/10 ft La longueur de ce câble de charge est jusqu'à 3 mètres, même si la prise ou le dispositif d'alimentation est dans un endroit éloigné, il peut être facilement connecté à celui-ci, ce qui est très pratique et gratuit.Large applicabilité Ce produit a une large gamme d'applications. Il est applicable pour la manette de jeu PS5, pour la manette Switch PRO et d'autres manettes prenant en charge le port de charge de type C.ce câble de charge prend en charge un courant maximum de 2A. (compatible 0,5A / 1A)  Remarque:En raison de l'effet de lumière, la couleur réelle peut être différente de la couleur sur site La couleur et ou design est susceptible de changer en fonction du stock disponible.Veuillez permettre des différences de 1 à 3cm en raison de la mesure manuelle.Couleur: comme image"
Retro Game Stick Original 4K + 2 Manettes Sans Fil,499.0,299.0,,https://www.jumia.ma/generic-retro-game-stick-original-4k-2-manettes-sans-fil-65456428.html,Video Game Stick 4k Lite Retro 2 Contrôle sans fil plus de 10 000 jeux rétroProduit idéal pour vous amuser avec votre ami avec différents jeux classiquesAvec 2 contrôleurs sans fil 2.4 sans fil1 carte mémoire avec 10 000 jeux classiques installés1 connecteur d'alimentation USB
Pegi The Legends of Zelda: Echoes of Wisdom Nintendo Switch,900.0,629.0,,https://www.jumia.ma/pegi-the-legends-of-zelda-echoes-of-wisdom-nintendo-switch-65678787.html,Faites appel à la sagesse de la princesse Zelda pour sauver le royaume d'Hyrule dans The Legend of Zelda: Echoes of Wisdom sur Nintendo Switch
Casque Bluetooth P9 sans filكاسك بلوتوت لاسلكي عالي الجودة و صوت نقي,129.0,79.0,,https://www.jumia.ma/generic-casque-bluetooth-p9-sans-fil-65808187.html,"Casque Bluetooth P9 avec Bluetooth V5.0 et V5.1 pour une portée de 10m. Offrant une fréquence de 20 à 20 khz et une sensibilité de 108db, ce modèle assure une sensibilité sonore emmersive. Batterie de 300 mAH avec une Autonomie de 10 heures après 2 heures de charge. Léger et ergonomique, adapté pour des sessions prolongées."
Un appareil de jeu électronique contenant 400 jeux différents,199.0,149.0,,https://www.jumia.ma/generic-un-appareil-de-jeu-electronique-contenant-400-jeux-differents-65594448.html,"Construit en 400 jeux portables super classiques Cette console de jeu portable rétro adopte un style d'arcade simple. Les jeux FC classiques vous permettent de jouer à 400 jeuxPortable et facile à transporter Petit, léger et mince, vous pouvez le mettre dans votre poche ou votre sac et l'emporter avec vous sur le chemin du travail. C'est le meilleur choix pour vous détendre pendant votre temps libre. Jouez n'importe quand, n'importe où et profitez des trains, des avions, du camping ou des voyages.Vous pouvez jouer à l'extérieur sans vous brancher. Par conséquent, vous n'avez pas à vous soucier de manquer de courant à l'extérieur pour une expérience de jeu plus confortable."
